fruit_type,freshness,temp_c,humidity_pct,mq135_co2_ppm,mq3_alcohol_ppm,mq4_methane_ppm,mq137_ammonia_ppm,mq138_benzene_ppm,spoilage_index
Orange,Spoiled,13.2,54.3,1709.2,782.8,207.0,83.9,164.8,0.679
Banana,Spoiled,23.6,80.1,2109.1,985.6,322.0,82.2,157.5,0.993
Apple,Moderately Fresh,24.1,75.1,518.5,89.4,31.0,11.7,20.7,0.535
Apple,Moderately Fresh,16.5,85.0,485.9,48.7,26.1,10.4,7.7,0.458
Banana,Moderately Fresh,12.6,74.3,352.4,79.9,34.6,6.2,31.7,0.59
Orange,Fresh,24.3,87.4,218.6,25.1,10.2,4.3,4.5,0.099
Apple,Spoiled,24.3,71.1,1631.0,769.7,219.4,97.5,130.4,0.83
Orange,Fresh,13.4,52.8,173.3,15.4,8.6,3.5,4.0,0.094
Apple,Spoiled,12.6,86.6,1279.7,612.1,164.8,89.1,118.8,0.845
Orange,Spoiled,20.5,68.0,1479.5,799.0,318.0,101.0,140.8,0.868
Banana,Spoiled,24.3,76.7,1897.3,883.1,292.0,96.4,201.8,0.974
Banana,Spoiled,20.0,87.8,1824.1,703.5,206.1,90.2,195.8,0.977
Banana,Fresh,21.8,87.0,173.7,7.8,9.9,4.2,3.9,0.011
Banana,Moderately Fresh,15.7,63.0,335.1,68.6,42.4,8.7,34.0,0.48
Banana,Fresh,13.1,62.0,144.1,16.4,13.7,2.0,6.5,0.118
Banana,Moderately Fresh,12.9,51.3,324.1,54.6,43.1,8.0,29.7,0.283
Apple,Moderately Fresh,18.2,84.2,430.4,60.9,34.8,9.9,18.2,0.48
Banana,Moderately Fresh,20.3,78.2,386.1,58.9,53.2,10.2,34.0,0.483
Orange,Moderately Fresh,31.9,65.2,548.6,82.8,38.2,12.6,15.3,0.491
Orange,Spoiled,27.2,66.8,1856.4,571.1,368.2,79.9,218.2,0.904
Orange,Moderately Fresh,28.6,85.2,467.2,65.3,29.2,9.1,29.7,0.588
Banana,Moderately Fresh,17.6,81.6,397.9,48.5,39.4,10.5,32.4,0.494
Banana,Spoiled,24.3,82.8,1740.7,786.9,309.7,98.6,183.4,0.845
Orange,Spoiled,27.4,77.2,1958.4,1104.6,213.5,112.8,194.9,0.735
Apple,Spoiled,28.6,64.9,1787.0,1209.7,335.0,120.5,188.8,0.997
Banana,Fresh,18.1,64.7,172.4,18.3,9.7,1.7,4.4,0.178
Banana,Spoiled,20.9,52.0,1006.1,902.4,195.1,56.4,140.6,0.877
Banana,Spoiled,12.7,51.0,1398.1,763.1,218.0,65.4,135.9,0.914
Apple,Moderately Fresh,22.5,64.4,476.0,46.5,28.3,11.1,23.2,0.635
Banana,Fresh,28.7,74.8,201.5,23.5,9.8,2.8,6.7,0.168
Orange,Moderately Fresh,26.8,55.6,451.3,66.1,26.8,12.2,23.7,0.39
Apple,Moderately Fresh,24.0,56.5,552.0,70.7,26.7,9.0,23.9,0.437
Apple,Moderately Fresh,29.4,58.0,443.3,89.1,34.3,14.0,21.5,0.597
Banana,Spoiled,15.0,51.4,1384.8,733.6,180.2,76.9,156.5,0.787
Apple,Spoiled,21.6,67.2,2038.3,994.2,363.6,131.6,184.0,0.789
Orange,Moderately Fresh,16.8,70.8,465.3,51.0,16.7,9.3,15.3,0.453
Apple,Fresh,21.5,78.2,201.5,24.2,11.2,2.1,5.0,0.115
Orange,Moderately Fresh,12.2,89.0,412.0,54.6,20.0,6.4,14.9,0.323
Apple,Fresh,29.3,56.0,261.0,25.5,9.0,2.2,4.8,0.155
Apple,Fresh,14.1,66.8,179.0,11.3,8.2,3.4,3.5,0.182
Orange,Spoiled,23.4,84.1,1786.7,837.7,303.4,104.5,188.0,0.711
Banana,Spoiled,12.9,65.9,1228.0,535.7,240.5,83.7,142.3,0.992
Orange,Moderately Fresh,18.0,57.5,545.6,71.7,23.0,7.9,12.5,0.434
Orange,Fresh,19.0,88.9,184.8,12.5,6.5,4.9,3.6,0.052
Banana,Fresh,26.4,72.7,178.9,28.7,9.9,2.6,6.3,0.03
Banana,Spoiled,19.3,66.1,919.9,731.1,199.0,61.7,176.0,0.698
Apple,Moderately Fresh,13.4,84.8,389.1,39.5,18.6,10.6,19.4,0.46
Banana,Moderately Fresh,28.4,71.3,524.2,104.4,68.1,13.7,37.4,0.428
Apple,Fresh,31.2,73.4,214.6,26.3,8.2,4.4,6.7,0.149
Orange,Spoiled,24.0,78.8,1566.6,836.4,297.8,110.6,194.3,0.855
Banana,Fresh,19.9,71.7,146.9,14.7,5.2,3.9,6.5,0.173
Apple,Fresh,30.1,70.8,246.5,26.0,13.8,2.7,4.2,0.249
Apple,Moderately Fresh,26.1,60.9,354.3,75.3,26.3,10.8,15.1,0.364
Apple,Moderately Fresh,15.9,82.7,415.1,54.7,20.3,8.9,24.2,0.304
Banana,Moderately Fresh,14.9,77.8,262.6,37.1,36.9,8.5,26.0,0.334
Banana,Moderately Fresh,12.3,71.6,303.8,70.5,36.6,9.0,28.6,0.449
Banana,Moderately Fresh,16.9,82.8,463.8,67.6,45.2,7.3,37.9,0.275
Orange,Fresh,27.2,58.8,243.1,24.1,12.5,5.2,3.8,0.015
Orange,Spoiled,31.2,85.9,1854.8,703.6,291.5,121.8,193.1,0.796
Orange,Fresh,26.3,77.9,210.5,21.3,6.1,2.7,9.2,0.014
Apple,Spoiled,13.1,67.8,871.7,728.1,207.8,80.8,138.1,0.818
Apple,Spoiled,13.4,84.7,1268.2,688.4,242.0,83.2,168.4,0.845
Banana,Spoiled,22.9,68.1,1628.0,956.8,322.9,95.1,215.5,0.742
Apple,Fresh,16.9,59.0,177.7,15.5,8.5,4.1,3.4,0.196
Banana,Spoiled,24.9,60.1,1528.7,907.6,273.7,105.9,227.3,0.948
Banana,Spoiled,18.3,76.3,1563.9,861.0,248.2,68.7,185.6,0.766
Orange,Spoiled,21.4,89.3,1929.2,794.0,212.6,81.1,148.9,0.754
Orange,Fresh,23.5,81.8,128.0,20.7,13.6,3.2,5.9,0.091
Apple,Moderately Fresh,19.0,75.1,434.2,66.8,22.1,11.5,18.3,0.586
Banana,Moderately Fresh,24.4,74.9,480.0,79.5,54.3,9.7,34.6,0.469
Apple,Spoiled,12.9,82.1,1618.0,723.6,201.2,65.9,186.0,0.792
Banana,Fresh,15.3,89.2,158.3,24.2,5.4,4.5,1.9,0.079
Orange,Fresh,19.3,52.2,170.6,17.7,10.1,3.6,3.1,0.019
Orange,Moderately Fresh,25.0,69.2,410.6,104.8,31.0,10.7,32.5,0.286
Banana,Moderately Fresh,23.6,86.6,488.5,61.6,34.1,14.0,40.5,0.531
Apple,Moderately Fresh,31.2,76.8,437.3,60.9,29.2,13.7,24.3,0.484
Banana,Fresh,32.0,67.1,217.5,23.3,8.0,3.0,8.7,0.071
Orange,Spoiled,31.3,79.3,2097.2,1029.4,318.1,69.8,264.9,0.69
Orange,Moderately Fresh,20.3,77.6,596.6,82.5,18.2,11.3,20.2,0.358
Banana,Spoiled,22.6,83.4,1200.5,696.0,234.5,87.9,226.5,0.781
Apple,Spoiled,14.9,58.9,1489.1,689.4,299.7,82.0,133.9,0.874
Banana,Moderately Fresh,26.1,72.5,503.1,96.3,58.0,9.6,44.7,0.394
Banana,Spoiled,14.7,88.8,1592.0,857.7,176.3,59.4,78.8,0.964
Banana,Fresh,29.2,54.9,195.0,23.1,12.6,5.3,8.0,0.164
Banana,Spoiled,16.6,88.7,1201.3,1103.1,263.5,59.3,164.7,0.837
Orange,Moderately Fresh,28.5,71.6,472.5,70.0,26.2,13.0,32.5,0.45
Banana,Moderately Fresh,20.0,55.4,442.6,56.2,36.1,11.0,31.1,0.366
Orange,Spoiled,19.5,72.4,1475.4,1015.5,232.7,76.3,165.1,0.981
Apple,Spoiled,26.9,55.8,1354.7,840.3,296.1,102.3,240.5,0.797
Apple,Moderately Fresh,20.6,68.9,560.5,54.4,30.4,10.6,16.5,0.585
Banana,Spoiled,28.5,84.3,1760.3,1240.3,281.6,110.5,246.1,0.725
Banana,Moderately Fresh,19.2,67.4,512.5,66.9,46.4,11.2,34.0,0.496
Apple,Spoiled,20.6,66.9,1777.9,724.2,285.3,102.1,207.0,0.786
Banana,Moderately Fresh,12.3,83.0,464.1,46.9,32.1,8.0,28.3,0.641
Banana,Spoiled,21.6,54.4,1884.9,968.1,335.6,92.3,258.8,0.96
Orange,Spoiled,17.9,65.9,1610.7,1000.7,148.2,91.6,126.2,0.893
Orange,Moderately Fresh,31.8,76.9,596.0,90.6,20.5,12.9,30.7,0.418
Banana,Moderately Fresh,18.0,51.0,468.4,62.2,51.1,7.0,27.4,0.33
Orange,Fresh,19.1,55.1,218.1,16.3,8.6,3.4,1.9,0.237
Orange,Fresh,28.6,58.0,245.1,25.7,17.8,3.5,3.6,0.218
Banana,Moderately Fresh,23.6,55.8,531.5,57.8,49.1,11.7,35.8,0.421
Apple,Moderately Fresh,15.5,76.1,375.1,64.8,20.9,12.3,19.4,0.301
Apple,Moderately Fresh,15.1,83.6,335.6,64.1,20.0,6.9,10.1,0.524
Orange,Fresh,17.5,73.4,170.3,12.3,7.9,2.9,3.7,0.049
Banana,Moderately Fresh,20.8,50.7,490.9,55.7,41.0,11.1,38.6,0.597
Banana,Fresh,31.2,65.6,287.1,26.7,10.2,3.4,3.7,0.034
Orange,Fresh,24.5,78.1,182.9,16.9,10.0,3.8,5.0,0.114
Banana,Moderately Fresh,15.9,86.7,375.3,67.8,45.0,11.5,32.5,0.328
Apple,Fresh,28.3,56.8,201.5,31.3,9.4,5.1,4.1,0.157
Orange,Fresh,14.1,54.2,160.5,21.9,9.5,3.6,4.0,0.046
Apple,Spoiled,21.2,69.2,2155.2,858.9,265.3,68.6,178.8,0.85
Orange,Moderately Fresh,23.2,63.4,449.2,71.3,22.7,12.6,20.2,0.545
Banana,Fresh,13.5,71.0,165.5,16.3,12.6,0.5,5.6,0.057
Apple,Moderately Fresh,14.5,51.7,444.4,54.7,34.7,8.8,19.7,0.321
Orange,Spoiled,15.8,63.4,1372.9,687.9,199.3,53.4,189.7,0.784
Apple,Fresh,14.7,55.2,167.0,21.0,8.0,3.1,5.4,0.22
Orange,Fresh,22.2,63.2,180.7,11.6,12.1,4.5,5.7,0.177
Banana,Fresh,24.6,74.7,192.1,15.8,11.5,3.2,7.8,0.168
Apple,Spoiled,24.5,67.9,2021.2,993.4,225.9,77.8,154.4,0.901
Banana,Moderately Fresh,29.2,67.1,442.8,120.2,69.7,12.7,46.6,0.453
Banana,Moderately Fresh,29.2,84.0,572.8,56.6,63.4,13.3,39.7,0.546
Apple,Spoiled,29.4,64.8,1559.8,964.4,261.4,79.8,187.1,0.812
Banana,Moderately Fresh,30.5,78.7,555.6,103.1,63.5,14.3,42.8,0.502
Banana,Fresh,14.0,57.6,184.5,12.4,6.9,2.7,7.2,0.16
Banana,Fresh,18.6,66.5,122.3,14.8,9.1,3.7,3.6,0.145
Banana,Moderately Fresh,31.0,60.5,536.5,102.7,51.4,13.4,51.9,0.498
Orange,Spoiled,14.6,54.8,1275.0,739.1,191.7,79.7,126.5,0.732
Orange,Spoiled,28.9,82.8,1427.0,1159.6,314.7,90.5,264.7,0.892
Banana,Fresh,18.7,59.0,156.7,10.9,5.8,2.0,5.1,0.206
Orange,Spoiled,27.9,66.8,1931.2,1082.0,291.1,103.0,175.2,0.867
Banana,Moderately Fresh,22.2,84.5,428.1,47.3,46.3,12.2,36.7,0.335
Apple,Fresh,25.1,61.3,196.8,31.0,5.3,0.9,3.6,0.246
Banana,Spoiled,13.3,62.5,1273.7,539.2,184.1,63.6,132.6,0.698
Apple,Fresh,22.8,62.4,199.4,15.6,13.3,2.7,6.2,0.186
Banana,Moderately Fresh,19.3,71.9,450.0,53.7,44.8,8.1,25.4,0.382
Banana,Spoiled,27.5,74.2,1354.4,1202.9,340.2,119.0,171.3,0.934
Orange,Moderately Fresh,19.6,54.1,465.4,66.6,27.2,11.0,18.2,0.472
Orange,Fresh,14.6,85.7,151.6,20.6,9.1,4.5,5.8,0.078
Apple,Fresh,18.2,57.1,190.4,12.8,11.7,1.9,5.1,0.244
Banana,Moderately Fresh,19.6,87.6,481.9,55.6,35.2,9.6,35.7,0.441
Apple,Moderately Fresh,28.9,87.0,587.8,79.2,26.7,13.0,19.7,0.543
Apple,Moderately Fresh,20.0,79.4,543.6,70.4,12.5,9.4,25.0,0.508
Apple,Moderately Fresh,18.0,79.3,395.0,75.8,24.2,9.4,16.3,0.517
Orange,Spoiled,31.2,73.1,1882.7,1059.8,343.6,71.0,251.3,0.667
Banana,Moderately Fresh,19.5,52.9,415.3,48.1,54.6,9.4,37.9,0.328
Orange,Spoiled,27.1,76.3,1476.0,1027.2,331.1,101.7,219.6,0.73
Apple,Spoiled,15.4,79.5,1355.8,845.3,264.7,87.9,208.2,0.858
Banana,Fresh,12.2,76.7,165.4,23.2,5.0,3.0,3.9,0.222
Apple,Fresh,30.1,69.1,191.1,25.8,9.1,3.5,8.9,0.052
Apple,Moderately Fresh,14.4,81.5,400.1,51.6,24.8,8.3,14.9,0.336
Orange,Fresh,13.7,84.3,138.9,16.9,11.7,1.8,0.5,0.137
Apple,Moderately Fresh,30.5,57.6,547.8,66.1,34.9,10.2,24.5,0.385
Apple,Moderately Fresh,23.9,53.5,515.3,86.3,23.5,11.1,22.0,0.633
Apple,Fresh,23.9,89.7,240.0,19.6,10.9,4.0,4.7,0.047
Orange,Spoiled,24.8,76.0,1606.6,1270.3,293.4,103.1,204.8,0.692
Orange,Moderately Fresh,28.1,77.6,506.0,73.0,32.4,8.8,29.0,0.603
Banana,Moderately Fresh,21.3,87.9,403.8,78.6,35.6,7.7,33.7,0.555
Apple,Fresh,31.2,56.1,200.3,30.4,14.9,3.6,6.0,0.135
Banana,Moderately Fresh,29.5,52.7,464.4,68.2,53.1,9.8,42.6,0.567
Banana,Moderately Fresh,26.3,58.3,551.9,101.6,57.6,9.2,37.9,0.389
Apple,Spoiled,14.0,53.3,1883.5,720.1,212.2,60.5,123.6,0.791
Apple,Fresh,31.4,69.1,230.7,14.8,13.0,3.5,5.9,0.095
Banana,Moderately Fresh,24.6,84.0,541.2,74.0,45.8,14.1,39.3,0.423
Banana,Fresh,22.2,56.4,168.4,26.1,15.6,0.5,1.3,0.147
Banana,Moderately Fresh,19.4,88.8,576.6,61.5,37.2,9.9,34.6,0.508
Banana,Spoiled,23.3,76.5,1095.0,784.5,264.7,93.9,153.0,0.781
Banana,Spoiled,22.4,65.1,1310.2,1241.5,222.8,66.2,147.1,0.765
Apple,Spoiled,27.8,74.5,1970.9,1160.4,223.2,83.2,234.6,0.784
Apple,Moderately Fresh,14.5,63.5,389.6,56.2,15.5,10.0,12.6,0.49
Apple,Spoiled,22.7,88.4,1917.7,1122.2,265.7,60.6,200.6,0.944
Apple,Moderately Fresh,15.9,70.2,378.7,92.7,23.7,9.4,15.6,0.631
Apple,Moderately Fresh,17.5,89.6,322.8,64.3,23.7,11.6,17.7,0.419
Apple,Spoiled,17.9,78.5,1856.3,836.2,208.9,85.6,205.6,0.679
Apple,Spoiled,30.9,78.0,1844.2,893.5,343.7,83.9,214.3,0.694
Apple,Spoiled,28.9,78.8,1458.5,1059.5,303.2,81.8,176.3,0.87
Apple,Spoiled,27.1,60.0,2026.0,1027.4,235.5,127.3,168.2,0.932
Orange,Spoiled,13.0,74.5,1313.0,859.2,234.6,68.7,129.3,0.934
Orange,Moderately Fresh,21.5,54.9,416.4,67.3,20.2,11.1,17.8,0.463
Banana,Moderately Fresh,24.0,77.7,400.3,56.8,51.8,8.6,43.0,0.415
Orange,Spoiled,14.9,81.2,1318.4,970.4,218.7,87.3,149.8,0.948
Orange,Spoiled,23.7,80.7,1769.1,705.4,239.7,90.0,151.8,0.969
Apple,Moderately Fresh,12.0,87.4,310.8,38.9,22.5,8.9,13.4,0.353
Apple,Fresh,16.6,63.9,139.3,20.4,7.2,1.4,5.1,0.089
Apple,Fresh,17.6,88.7,186.0,13.4,7.9,2.7,7.0,0.071
Banana,Fresh,29.8,77.0,207.0,15.9,8.9,4.2,3.5,0.11
Banana,Moderately Fresh,20.8,75.7,372.8,72.4,55.3,10.0,35.0,0.499
Orange,Fresh,12.3,83.0,132.0,28.0,5.9,0.5,3.3,0.08
Apple,Moderately Fresh,28.4,56.9,523.7,94.2,32.6,11.7,21.4,0.559
Banana,Moderately Fresh,13.3,61.4,451.3,61.0,30.8,6.9,30.9,0.311
Apple,Fresh,24.0,72.6,212.8,21.3,10.4,0.8,6.5,0.002
Orange,Fresh,13.9,76.1,178.3,15.1,12.5,3.0,4.2,0.217
Banana,Fresh,21.3,86.3,190.1,27.7,6.2,1.7,4.0,0.163
Banana,Moderately Fresh,12.6,72.3,371.8,64.2,35.2,6.4,34.4,0.472
Apple,Fresh,24.9,87.1,168.0,31.0,9.9,3.4,6.8,0.036
Apple,Fresh,29.3,65.4,202.4,13.9,13.8,3.9,6.9,0.107
Banana,Spoiled,12.8,74.6,1034.9,616.2,194.6,73.9,167.5,0.74
Orange,Spoiled,31.4,77.0,1813.2,1153.7,281.5,91.1,209.3,0.898
Apple,Moderately Fresh,22.7,81.1,396.5,54.5,27.1,12.7,16.3,0.625
Orange,Fresh,29.1,56.5,202.6,20.2,12.2,5.7,7.5,0.191
Apple,Moderately Fresh,14.7,71.9,361.5,87.4,22.1,9.4,13.4,0.603
Orange,Spoiled,15.3,73.8,1351.8,753.0,224.8,101.4,205.0,0.749
Banana,Spoiled,13.1,56.0,1380.1,802.7,250.3,80.8,155.2,0.96
Apple,Fresh,30.3,75.0,228.8,23.7,17.4,2.6,6.1,0.126
Apple,Fresh,18.5,69.7,195.2,21.9,5.6,1.4,4.7,0.182
Apple,Fresh,29.7,64.2,213.4,22.0,7.8,3.6,7.2,0.115
Banana,Moderately Fresh,14.0,70.4,393.6,54.4,35.4,10.6,21.5,0.534
Orange,Fresh,19.3,65.2,159.3,20.9,12.4,2.2,6.6,0.098
Orange,Spoiled,29.7,77.3,1635.8,943.7,288.5,97.0,216.5,0.884
Orange,Fresh,27.8,88.0,185.2,18.3,10.2,1.7,4.4,0.168
Orange,Spoiled,19.0,80.6,1496.3,906.4,255.0,80.2,160.8,0.975
Orange,Fresh,12.0,58.5,172.5,25.4,11.5,2.7,7.2,0.186
Banana,Moderately Fresh,25.8,83.3,550.3,99.3,61.3,12.3,35.1,0.374
Apple,Moderately Fresh,13.3,58.7,393.7,57.1,19.3,8.9,16.6,0.348
Apple,Fresh,15.6,64.5,179.2,16.1,7.9,2.2,3.6,0.142
Apple,Fresh,25.4,87.1,219.3,20.4,7.2,3.5,4.5,0.044
Banana,Fresh,22.2,73.9,155.7,23.1,12.8,2.0,7.0,0.099
Orange,Moderately Fresh,26.0,54.5,548.3,97.1,20.1,8.9,22.7,0.449
Orange,Fresh,18.3,78.4,151.4,24.9,9.9,0.9,3.5,0.197
Banana,Spoiled,22.7,64.1,1154.9,970.5,213.2,78.9,202.6,0.938
Apple,Fresh,16.4,86.6,145.6,5.9,10.3,3.6,6.4,0.243
Apple,Spoiled,28.8,58.5,1507.9,812.5,327.2,60.5,245.8,0.706
Banana,Spoiled,21.6,63.5,1442.5,577.5,213.8,62.4,186.3,0.839
Banana,Fresh,14.8,66.1,155.6,10.8,6.9,3.2,7.5,0.026
Banana,Fresh,25.1,75.4,194.4,22.3,10.9,4.5,8.1,0.062
Apple,Fresh,24.3,76.3,162.0,25.6,17.2,3.4,7.9,0.144
Orange,Fresh,12.2,79.1,142.6,7.2,4.6,2.4,3.8,0.089
Orange,Fresh,14.2,66.9,168.6,18.6,9.9,3.3,3.0,0.085
Orange,Fresh,28.6,61.6,227.5,13.4,7.8,2.0,3.9,0.247
Orange,Fresh,30.8,88.8,244.9,25.0,4.0,1.1,6.2,0.248
Orange,Moderately Fresh,17.0,50.8,429.5,70.7,26.3,8.4,24.6,0.484
Apple,Moderately Fresh,25.3,80.4,349.6,82.4,25.2,11.8,21.4,0.597
Banana,Fresh,30.9,55.7,210.2,30.1,8.3,3.6,4.9,0.098
Banana,Fresh,27.6,68.2,204.8,19.2,15.5,3.8,4.7,0.006
Orange,Spoiled,26.1,77.2,1782.4,1019.6,283.3,106.7,209.9,0.71
Orange,Spoiled,29.5,85.1,1431.7,1027.0,299.4,102.3,204.0,0.884
Apple,Moderately Fresh,30.3,59.5,538.3,105.9,17.1,10.2,12.6,0.647
Apple,Moderately Fresh,31.4,54.5,542.3,84.8,30.2,8.5,14.7,0.308
Banana,Spoiled,30.1,64.5,1412.1,853.3,270.6,87.2,233.4,0.713
Apple,Fresh,31.3,58.3,256.3,24.0,6.2,3.6,7.2,0.131
Apple,Moderately Fresh,20.9,55.2,419.1,67.1,29.0,10.6,17.8,0.57
Apple,Fresh,29.3,72.0,237.6,14.0,12.6,1.7,8.4,0.05
Banana,Spoiled,29.5,84.5,1691.6,1226.4,267.1,95.3,229.9,0.934
Banana,Fresh,20.1,61.0,161.4,18.1,11.3,2.5,4.3,0.093
Banana,Moderately Fresh,20.2,61.4,451.5,67.8,48.9,10.0,37.4,0.543
Banana,Moderately Fresh,24.6,88.5,456.9,80.2,34.6,13.4,38.2,0.647
Apple,Fresh,29.9,64.6,210.8,19.6,10.5,1.8,3.1,0.078
Apple,Fresh,15.1,84.7,147.9,16.7,11.2,4.2,4.1,0.159
Apple,Spoiled,24.5,50.7,1624.1,1078.6,253.3,97.7,177.9,0.699
Apple,Moderately Fresh,12.9,80.5,326.7,38.4,20.3,8.8,15.6,0.474
Apple,Fresh,18.6,87.2,176.3,17.8,8.6,3.2,6.7,0.242
Orange,Spoiled,26.8,52.9,1505.0,838.5,230.0,100.8,182.6,0.771
Orange,Moderately Fresh,31.9,89.3,496.4,93.6,28.7,15.0,26.3,0.441
Banana,Moderately Fresh,27.7,51.7,445.1,70.9,58.0,13.4,39.2,0.596
Orange,Moderately Fresh,17.4,63.9,449.6,35.1,19.8,6.5,24.0,0.588
Apple,Spoiled,12.6,61.7,1528.6,687.9,205.9,105.1,182.6,0.8
Apple,Spoiled,25.1,79.3,1227.2,899.3,293.7,94.8,154.3,0.811
Apple,Spoiled,14.2,60.0,1424.2,650.7,236.6,70.3,153.4,0.928
Apple,Spoiled,19.0,79.6,1356.5,1092.3,245.9,88.2,178.0,0.733
Apple,Fresh,24.0,72.2,179.0,21.4,16.0,3.3,6.2,0.021
Banana,Moderately Fresh,22.6,74.2,409.4,73.9,47.2,10.7,36.7,0.471
Apple,Spoiled,13.1,51.1,989.9,555.4,191.0,58.0,140.1,0.811
Banana,Moderately Fresh,29.9,78.8,616.4,100.6,56.7,10.7,46.2,0.46
Banana,Moderately Fresh,20.9,50.3,410.9,42.9,44.9,10.9,49.0,0.322
Banana,Moderately Fresh,19.6,83.4,403.3,83.2,43.7,9.8,37.0,0.419
Orange,Spoiled,17.2,76.3,1600.3,672.7,171.3,65.2,202.8,0.762
Orange,Fresh,25.7,53.0,212.8,14.0,9.4,3.0,3.5,0.04
Banana,Spoiled,26.9,58.7,1422.4,1111.3,312.6,84.4,169.6,0.917
Apple,Spoiled,21.9,87.3,1881.6,649.8,258.9,79.5,174.9,0.704
Apple,Moderately Fresh,17.8,54.8,402.9,69.3,21.3,9.1,25.7,0.331
Banana,Spoiled,24.7,75.9,2159.5,572.3,254.5,91.3,204.0,0.732
Apple,Moderately Fresh,15.3,56.9,334.2,66.9,21.4,7.7,15.5,0.497
Apple,Moderately Fresh,19.5,53.2,491.8,51.0,17.1,13.8,21.1,0.628
Apple,Moderately Fresh,16.6,50.1,474.2,84.5,22.7,12.8,7.6,0.354
Banana,Moderately Fresh,19.6,57.4,502.4,52.3,50.5,9.2,29.6,0.316
Orange,Spoiled,12.8,85.8,986.7,912.1,185.9,54.1,168.2,0.982
Orange,Fresh,27.6,57.7,200.8,28.6,11.6,3.2,6.1,0.014
Orange,Fresh,27.8,60.4,231.6,19.8,9.0,3.9,4.1,0.088
Banana,Fresh,15.1,69.8,154.9,14.8,8.7,1.7,4.1,0.041
Apple,Moderately Fresh,31.0,63.4,437.0,95.3,32.4,5.7,25.9,0.348
Orange,Spoiled,15.3,86.3,1461.4,771.4,220.0,77.6,169.3,0.961
Banana,Moderately Fresh,30.8,61.6,630.0,96.3,52.6,18.3,47.3,0.419
Banana,Fresh,26.4,70.8,138.4,11.9,11.9,2.9,6.8,0.215
Orange,Moderately Fresh,25.0,56.4,460.0,66.6,28.3,10.0,35.4,0.355
Banana,Fresh,16.9,69.4,201.2,27.7,6.6,4.3,4.9,0.109
Apple,Spoiled,14.7,50.6,1849.0,929.9,232.8,68.3,132.1,0.861
Apple,Spoiled,17.2,82.7,1197.5,764.4,265.2,89.7,97.1,0.893
Orange,Moderately Fresh,16.3,85.8,380.0,78.5,26.7,10.8,18.8,0.535
Orange,Fresh,13.6,76.1,139.4,19.6,8.7,1.9,7.3,0.004
Apple,Spoiled,30.8,89.1,2257.9,1055.6,360.2,104.5,271.1,0.881
Apple,Moderately Fresh,13.6,74.7,390.3,54.3,17.6,7.0,23.6,0.305
Banana,Fresh,24.7,75.7,265.3,19.4,13.2,2.7,5.3,0.048
Orange,Fresh,31.3,73.9,233.6,25.9,14.5,3.1,5.5,0.159
Orange,Moderately Fresh,22.7,56.0,513.7,60.0,9.5,10.7,26.7,0.535
Apple,Fresh,29.3,75.1,220.6,22.6,9.0,3.7,6.6,0.167
Apple,Fresh,31.6,64.6,254.7,30.2,17.7,3.4,2.1,0.072
Orange,Moderately Fresh,14.9,50.8,379.6,54.8,27.8,6.9,23.5,0.382
Orange,Fresh,15.3,52.5,208.7,19.5,7.1,2.7,4.8,0.237
Banana,Spoiled,14.2,66.4,906.4,546.7,272.8,88.4,143.9,0.831
Orange,Fresh,29.9,63.0,235.7,17.0,10.5,3.0,6.3,0.243
Apple,Fresh,15.3,89.6,159.9,10.2,11.6,1.6,5.7,0.198
Orange,Moderately Fresh,23.0,57.0,557.3,49.1,17.4,8.7,26.1,0.476
Banana,Fresh,24.9,80.0,236.6,24.3,12.0,3.3,1.3,0.173
Banana,Spoiled,22.4,89.4,1872.8,643.1,295.6,82.5,147.7,0.752
Banana,Moderately Fresh,16.9,54.5,450.8,52.1,41.3,7.6,28.5,0.265
Banana,Moderately Fresh,26.6,57.9,552.2,51.2,55.8,16.0,37.1,0.357
Banana,Spoiled,23.2,75.9,1511.6,796.7,285.5,103.8,180.0,0.937
Banana,Spoiled,25.4,68.8,2158.2,1420.1,367.5,62.0,229.5,0.663
Orange,Spoiled,31.5,68.7,2278.2,875.7,187.6,122.2,205.2,0.697
Banana,Spoiled,30.4,84.2,2222.3,864.9,275.3,128.3,200.6,0.766
Orange,Moderately Fresh,28.5,85.5,589.3,96.0,31.5,14.2,16.4,0.632
Banana,Spoiled,28.2,72.1,1716.5,862.6,378.3,100.6,196.2,0.948
Apple,Spoiled,31.4,65.5,1210.8,1140.1,312.4,124.8,202.6,0.974
Orange,Fresh,21.0,73.0,174.8,21.4,9.5,2.6,6.0,0.176
Apple,Moderately Fresh,13.5,80.3,425.0,65.4,25.4,6.9,17.2,0.436
Orange,Spoiled,14.5,56.9,1195.8,771.4,216.8,72.2,164.1,0.745
Orange,Moderately Fresh,23.2,71.9,509.1,85.2,29.8,12.6,29.7,0.559
Banana,Spoiled,19.0,51.6,803.3,1080.9,214.1,78.8,158.4,0.694
Banana,Fresh,29.7,59.2,182.8,25.1,14.0,4.6,4.3,0.08
Apple,Moderately Fresh,28.9,77.1,544.1,96.0,39.1,11.6,23.6,0.299
Apple,Moderately Fresh,27.7,71.9,411.4,96.7,31.3,12.8,20.5,0.585
Apple,Spoiled,18.4,84.8,1591.9,674.0,180.8,80.3,174.5,0.787
Orange,Spoiled,23.8,78.8,1568.0,861.3,273.0,128.3,175.4,0.982
